i,1529
the,1032
to,994
and,896
a,883
it,492
is,488
my,482
of,468
in,439
for,357
that,333
do,296
have,274
t,269
what,264
on,245
you,242
can,223
be,222
with,222
or,220
but,217
so,206
s,202
they,201
this,201
me,199
m,189
are,182
was,180
if,178
how,174
he,157
we,152
not,151
would,149
why,143
she,139
get,138
just,135
there,130
like,129
about,128
when,127
know,125
as,121
all,116
don,116
one,109
out,108
am,105
at,102
should,98
from,97
been,96
think,96
will,94
up,91
want,88
an,88
them,86
has,85
her,85
people,78
who,78
really,77
time,75
does,75
any,74
because,73
help,70
by,67
ve,66
even,65
more,65
had,64
no,64
his,64
your,62
some,61
go,61
also,61
going,59
now,59
year,58
him,57
only,55
their,54
could,53
good,52
make,51
were,49
back,48
which,48
take,47
need,47
said,46
years,46
2,45
got,44
where,44
old,43
being,43
school,42
work,42
off,42
did,42
please,42
these,41
its,41
other,41
much,40
very,40
over,39
around,39
someone,38
something,38
3,38
live,37
getting,37
then,36
re,36
thanks,36
still,36
than,36
money,36
after,35
5,35
most,35
question,35
anyone,34
never,34
best,33
say,33
love,33
our,33
house,33
feel,33
long,33
bad,32
us,32
day,32
first,31
car,31
months,31
friend,31
way,30
found,30
home,28
women,28
better,28
told,27
before,27
next,27
many,27
always,27
family,27
see,27
1,27
friends,27
here,26
days,26
life,26
down,26
while,26
each,25
without,25
trying,25
4,25
new,25
baby,25
too,25
well,25
keep,24
since,24
find,24
high,24
every,23
come,23
children,23
parents,23
doesn,23
job,23
buy,23
give,22
stop,22
im,22
tell,22
two,22
having,22
mean,21
wanted,21
ago,21
start,21
play,21
won,21
last,21
person,21
into,21
let,21
making,21
use,21
few,21
times,21
sex,21
away,20
ask,20
looking,20
wants,20
pay,20
week,20
change,20
same,20
used,20
done,20
9,20
d,20
ever,19
yahoo,19
answer,19
already,19
games,19
right,19
living,19
little,19
girl,19
lot,19
believe,19
both,19
game,19
own,19
until,18
thing,18
wrong,18
went,18
god,18
things,18
together,18
state,18
sure,18
husband,18
another,18
6,18
pregnant,18
uk,18
married,18
look,17
kids,17
room,17
saying,17
15,17
asked,17
everything,17
today,17
place,17
those,17
dont,17
become,17
age,17
try,17
scared,17
call,16
free,16
happy,16
male,16
didn,16
card,16
black,16
point,16
small,16
answers,16
hard,16
http,16
nothing,16
recently,16
leave,16
called,16
once,16
doing,16
world,16
else,16
phone,15
com,15
test,15
ll,15
water,15
such,15
white,15
10,15
thinking,15
month,15
actually,15
wondering,15
started,15
tried,15
warming,15
wife,15
worth,14
dog,14
head,14
global,14
14,14
stay,14
period,14
break,14
mom,14
might,14
put,14
kind,14
anything,14
fact,14
son,14
made,14
seem,13
though,13
country,13
left,13
christmas,13
0,13
maybe,13
thank,13
turn,13
comes,13
different,13
power,13
enough,13
again,13
woman,13
full,13
almost,13
okay,13
idea,13
dad,13
problem,13
men,12
hi,12
child,12
possible,12
www,12
goes,12
working,12
man,12
18,12
paid,12
save,12
etc,12
myself,12
hours,12
playing,12
everyone,12
7,12
says,12
sister,12
check,12
due,12
per,12
young,12
20,12
explain,12
haven,12
planning,12
against,12
support,12
sleep,11
daughter,11
weeks,11
news,11
night,11
vegan,11
heard,11
african,11
name,11
care,11
tomorrow,11
11,11
16,11
able,11
seems,11
using,11
marriage,11
soon,11
8,11
during,11
supposed,11
win,11
female,11
guys,11
bother,11
stuff,11
n,11
books,11
happens,11
write,11
blue,10
example,10
front,10
given,10
top,10
human,10
dead,10
serious,10
dance,10
mail,10
ex,10
open,10
parking,10
between,10
real,10
homosexuality,10
past,10
dream,10
number,10
whole,10
body,10
great,10
30,10
completely,10
computer,10
less,10
eat,10
under,9
taking,9
type,9
side,9
matter,9
seen,9
came,9
however,9
wear,9
true,9
inside,9
evidence,9
ice,9
system,9
brother,9
team,9
wait,9
visit,9
crazy,9
may,9
talk,9
half,9
season,9
12,9
turned,9
show,9
running,9
agree,9
bit,9
through,9
england,9
extremely,9
set,9
c,9
pc,9
australia,9
makes,9
pretty,9
instead,9
eyes,9
whether,9
lives,9
gets,9
english,9
government,9
noticed,9
four,8
cause,8
000,8
hurt,8
gaming,8
meat,8
isn,8
talking,8
thoughts,8
oil,8
current,8
teacher,8
coming,8
date,8
british,8
price,8
fast,8
rent,8
ideas,8
considered,8
worried,8
cancer,8
return,8
property,8
everyday,8
remember,8
read,8
girlfriend,8
africa,8
science,8
dress,8
wouldn,8
food,8
reason,8
store,8
plan,8
part,8
close,8
gay,8
alone,8
mind,8
religion,8
nose,8
f,8
light,8
marked,8
move,8
land,8
thought,8
works,8
headaches,8
below,8
red,7
end,7
fable,7
ticket,7
took,7
earth,7
above,7
mum,7
three,7
yes,7
yet,7
credit,7
father,7
finally,7
cheap,7
guy,7
usually,7
afford,7
confused,7
happened,7
city,7
13,7
performance,7
walking,7
shot,7
stupid,7
article,7
sahara,7
trip,7
rest,7
either,7
starting,7
christian,7
known,7
hour,7
learn,7
states,7
media,7
entire,7
holiday,7
acting,7
american,7
ages,7
clean,7
add,7
whatever,7
according,7
continue,7
run,7
step,7
atheists,7
himself,7
hair,7
code,7
humid,7
video,7
paying,7
skin,7
sort,7
watch,7
felt,7
nervous,7
upset,7
near,7
longer,7
party,7
student,7
lassie,7
tax,7
gonna,7
e,7
paper,7
places,7
minutes,7
hate,6
venus,6
second,6
100,6
must,6
temperatures,6
ones,6
green,6
fix,6
safe,6
driving,6
grade,6
anxiety,6
tree,6
flowers,6
players,6
board,6
crying,6
cant,6
perform,6
born,6
xbox,6
slightly,6
whats,6
looked,6
picture,6
item,6
muslim,6
healthy,6
couple,6
birthday,6
normal,6
especially,6
die,6
reading,6
jobs,6
region,6
ive,6
speech,6
moving,6
ok,6
certain,6
moved,6
insurance,6
u,6
sound,6
taken,6
broke,6
history,6
information,6
breaking,6
blood,6
events,6
horse,6
major,6
girls,6
basically,6
windows,6
northern,6
along,6
political,6
understand,6
straight,6
fun,6
anymore,6
higher,6
obviously,6
hates,6
wanna,6
within,6
magic,6
giving,6
expect,6
themselves,6
control,6
united,6
animal,6
processor,6
looks,6
perfect,6
2015,6
aren,6
chemicals,6
comfortable,6
anyway,6
bring,6
riding,6
b,6
evolution,6
gone,6
climate,6
surface,6
lost,6
died,6
mother,6
pressure,6
class,6
sorry,5
affect,5
details,5
met,5
military,5
hot,5
law,5
suggest,5
fall,5
london,5
easier,5
bread,5
large,5
wasn,5
stealing,5
needed,5
hollywood,5
likely,5
ram,5
mouth,5
coin,5
report,5
autistic,5
licking,5
00,5
future,5
interest,5
sad,5
air,5
teachers,5
split,5
evil,5
kid,5
ocean,5
flooring,5
gave,5
50,5
pls,5
security,5
hear,5
exist,5
cost,5
witch,5
losing,5
data,5
natural,5
raised,5
non,5
elizabeth,5
seriously,5
europe,5
legally,5
hillary,5
boyfriend,5
online,5
laws,5
bought,5
outside,5
parent,5
guitar,5
chance,5
language,5
cash,5
policies,5
doctor,5
death,5
except,5
jews,5
throw,5
meals,5
babies,5
separate,5
important,5
chinese,5
returned,5
form,5
public,5
hasn,5
social,5
israel,5
knows,5
big,5
town,5
beautiful,5
numbers,5
advice,5
short,5
isnt,5
health,5
issue,5
story,5
option,5
park,5
double,5
sell,5
electric,5
fine,5
grocery,5
feels,5
dogs,5
river,5
holidays,5
older,5
y,5
letting,5
build,5
often,5
pet,5
nowhere,5
seeing,5
appropriate,5
link,5
pain,5
single,5
facebook,5
income,5
song,5
literally,5
far,5
telling,5
eating,5
nights,5
waste,5
later,5
wearing,5
native,5
profile,5
act,5
abuse,5
lines,5
including,5
realize,5
g,5
braces,5
winter,5
north,5
afraid,5
co2,5
police,5
selection,5
watching,5
words,5
romantic,5
btw,5
humans,5
powder,5
email,5
co,5
decent,5
smoking,5
site,5
drink,5
fail,5
simple,5
lose,5
makeup,5
face,5
behind,5
periods,5
40,5
leaving,5
limited,4
bike,4
clothes,4
lights,4
china,4
dry,4
items,4
piercing,4
changes,4
palestinian,4
successful,4
warm,4
word,4
divorced,4
foods,4
travel,4
pizza,4
wing,4
office,4
fit,4
writing,4
schools,4
silver,4
bank,4
arrested,4
companies,4
messages,4
heck,4
basketball,4
attack,4
shower,4
mini,4
mine,4
pinafore,4
explanation,4
princess,4
orchestra,4
population,4
decided,4
nature,4
russia,4
gamer,4
bathroom,4
beer,4
worked,4
player,4
several,4
suddenly,4
east,4
possibly,4
wanting,4
zombies,4
asking,4
post,4
super,4
music,4
attached,4
medication,4
password,4
wars,4
happening,4
teeth,4
vet,4
suicide,4
